,Sentiment_Score,Tweet
473,-2,People who think reverse racism is a thing... The hatred towards Muslims. Donald Trump &amp;  Ben Carson. #LeaveItIn2015
474,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
475,1,"RT @DJKhaledKnows: Who do you want as your president?
RT - DJ Khaled
FAV - Donald Trump https://t.co/Qi7Wqrh6Jw"
476,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PWI1tZjwAG
477,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6SpzuX8iAK
478,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/WAKDZeuNPR
479,1,"RT @WritersofColour: We can call out Donald Trump in America, but what about those just like him in the UK? 
https://t.co/zhTw7pw4lJ https:…"
480,-1,"RT @ILYAAS_XVII: Who's more presidential? 
RT - DJ Khalid 
Fav - Donald Trump https://t.co/T9VIYcOZIq"
481,1,"Donald Trump has one of those faces that would be satisfying to punch, you know?"
482,0,"RT @TheWrap: .@realDonaldTrump Blows Off Nazi Salute at Rally, Instead Bashes Fox News ‘Flunkies' https://t.co/rhM2GuORlk https://t.co/fQwX…"
483,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
484,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
485,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
486,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/86LoDZokOt
487,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eHsy8GP3lg
488,0,RT @GiZPress: Donald Trump Dominates Twitter on Debate Nights https://t.co/5rOXXQupcA https://t.co/k1yYAya15r
489,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
490,0,I am glad someone finally said this. Now.... I certainly hope it is true. #trump #bush #insult #gopdebate https://t.co/TR9SIxH4st
491,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
492,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
493,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
494,3,RT @ortuist: *patiently waits for donald trump to be revealed as marina abramovic's longest-running piece of performance art*
495,-1,"RT @KazmierskiR: Donald J. Trump, will be the United States 45'th President!!!  Write it down..:D https://t.co/SekWfdNsqU"
496,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
497,1,When you're trying to grow your hair out and realize you look like Donald Trump in a wind storm. #longhairedhippie https://t.co/36ox6DNEcn
498,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XpCfcyDk2A
499,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
500,-2,"RT @JamilSmith: Another day, more slurs and violence at a Trump rally. I look at his politics of fear on the new @IntersectionTNR. https://…"
501,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
502,0,RT @dakwatuna: Peraih Nobel Malala Kecam Pernyataan Donald Trump https://t.co/H3jKUPjUrp #Asia
503,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
504,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump https://t.co/KnMwjAkpXZ
505,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/L7ho3WxPLR"
506,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/q5Rp1NneIF
507,0,Franck Underwood ferai un bien meilleur président que Donald Trump #HouseofCards
508,0,RT @ajplus: Hmmm...do we think Donald Trump understands what the internet is? #GOPDebate https://t.co/p9ErogZfsr
509,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
510,0,RT @youngsinick: Ted Cruz is Donald Trump after a great speech class. #GOPDebate
511,-1,RT @_rochelle44: I think a lizard would do a better job of running the country than Donald Trump though
512,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
513,-5,RT @ImranKhanPTI: We have serious concerns over growing anti-Islam rhetoric from US/EU political forces. Most absurd &amp; ill-informed are Don…
514,3,"AJEnglish : ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people t… https://t.co/RtcyTxlSrH) https://t.co/Mg4nPsl68t"
515,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
516,0,"Donald Trump, CIA https://t.co/6oW8D4YSsV via @imgur"
517,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/dQcsPwjw45
518,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/H2LTRZm1KZ
519,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PBCicta03M
520,0,Donald Trump is leading the polls in households where they still answer their land lines
521,0,"RT @simplyygomez: DONALD TRUMP AND DR OZ NEED TO APOLOGISE TO SELENA FOR BEING DISRESPECTFUL, RACIST AND DAMN RIGHT RUDE! NO ONE SHOULD BE …"
522,-1,"Wenn man es nicht besser wüsste, dann könnte man meinen Donald Trump zieht eine große Satire-Show ab.  https://t.co/l8LZKOQYSH"
523,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
524,-2,"""I would certainly be open to closing areas where we are at war with somebody,"" Trump said in response to a questi… https://t.co/YoisYsDUIk"
525,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
526,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/nXwrLQ6KSJ
527,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/CLZAW02DE1
528,-4,"RT @rubin: Hier soir Donald Trump a proposé de ""fermer"" Internet pour lutter contre le terrorisme.

Il ferait décidément un carton en Franc…"
529,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
530,0,"RT @TheMelaninPlug: Donald trump dumb as hell (2) *he paid them. I just know it*
https://t.co/ubbY3P4wPA"
531,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
532,2,RT @CNNMex: Donald Trump es el favorito de 41% de los republicanos en EU https://t.co/sO8Yfnz7en https://t.co/9CusyLBrtP
533,-2,"Top #News:
Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering #UnitedStates. https://t.co/liK1fq8LNM"
534,0,"@a_williams_21 said she was voting for Donald Trump ....

#Eh"
535,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
536,0,Tom Brady -- I Still Support Donald Trump ... 'He's a Good Friend' https://t.co/rQ1yWN59Pl
537,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/fcWihcIcxw
538,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/e2teu4p4wf
539,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/zely0IrxX1
540,-1,"RT @sierraclub: Did Donald Trump just call global warming ""inconceivable?"" #GOPDebate https://t.co/hW10EmN3m7"
541,0,RT @TheFakeCNN: Donald Trump growing funny little mustache.
542,1,"#CurrentAffairs Donald Trump Commits To The Republican Party: ""I Really Am"" https://t.co/wdcN8uHkJC https://t.co/zvwqYaHD72"
543,-1,"RT @vdare: Donald Trump a fascist? No, it's just White America finally hitting BACK - https://t.co/Rr2rMUVNAw #GOPDebate https://t.co/rK5PW…"
544,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
545,-2,"RT @lesoir: Donald #Trump réitère sa volonté d’interdire l’entrée des musulmans aux États-Unis
https://t.co/Nwlu5paBQw https://t.co/AD8qv8H…"
546,0,What if Donald Trump is just a particularly dank meme?
547,1,"RT @FrankLuntz: Trump had the top 3 most-talked-about #GOPDebate moments, and 35% of debate conversation on Twitter.

https://t.co/jzqmD6WU…"
548,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/TDJEaUyhQz
549,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/1ZOB3Kw10C
550,-2,"@Justin_Campbel and hitler had a second plan too... Donald trump has been a clown for as long as i can remember, dude is an embarrassment"
551,-1,How republicans finally got under donald trump’s skin #news #market #business https://t.co/fOKDZNbPaC https://t.co/kxRBQGYSN7
552,1,"RT @sageboggs: jeb bush: we must defund planned parenthood
donald trump: we must destroy planned parenthood
ben carson: the only good movie…"
553,0,More Hate... https://t.co/Q7ab2Rp8Dv
554,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
555,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
556,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
557,1,The current state of affairs on Earth looks like a scene from a cheesy B movie.  And the main actor of this cheesy B movie is Donald Trump.
558,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/mtRiZeJ3H9
559,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eqgwj5iGNf
560,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
561,-1,"RT @FrankLuntz: The crowd may be applauding, but my focus group is laughing at Jeb.

22 of 26 members said Donald Trump won that exchange. …"
562,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
563,3,RT @induct: these pictures of donald trump accurately depict his political views http://t.co/SMM6A1oupt
564,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/S3aPyzKNdN"
565,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
566,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/kCN1LLSeRA
567,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/uLK7ZV6Ns5
568,-2,"RT @johnnyreb1864: Newsmax Prime | Bradley Blakeman and Scottie Nell Hughes - Has Donald Trump has gone too far?
@DanScavino  https://t.co/…"
569,-1,"@klustout Russia, Pakistan, North Korea and Donald Trump."
570,-4,"@latimes  Donald Trump= brotherhood of steel, oh wait wrong fallout."
571,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
572,1,"RT @UcheIsClown: This is why i love Africans ???
We literally chose Jollof Rice over Donald Trump ? https://t.co/7BONKRX0nR"
573,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
574,-1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize wi... https://t.co/dzxZoIV9Bk via @josephjett"
575,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
576,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/oP9GCMKCLY
577,0,"Update: Donald trump and his family has been and still are giant pieces of shit. 
that is all"
578,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/QxDAxEAtXM
579,-1,"RT @Trump2016online: Watch LIVE: Donald Trump Rally in Mesa, AZ - Dec 16, 2015 - 12:00 PM (MST) https://t.co/vl4foolIeR #Trump2016"
580,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
581,2,"In case you couldn't tell, that's Donald Trump hands... fresh outta womb and the baby knows this ain't right https://t.co/cjFjwG7yhl"
582,0,Donald Trump looks like an idiot....
583,0,RT @RichardJMurphy: Republican debate https://t.co/ePCP6V1sEL My problem is wondering how anyone came up with this list of candidates
584,0,Donald Trump seeks shutting down Internet in IS-controlled areas https://t.co/Ulca1grueS https://t.co/lyFFBL4OiH
585,-1,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS: Seluruh kandidat punya… https://t.co/YgHhog6wsP #wanita"
586,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
587,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
588,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6NXgKwh9la
589,0,Am looking forward to heads exploding all over twitter and all across America when Donald Trump wins the GOP nomination.
590,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
591,-3,"RT @teenagesleuth: I'm less worried about Donald Trump than the 33% of Republican voters he's ""radicalized""."
592,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
593,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
594,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
595,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
596,-1,"Republicans reject Donald Trump’s Muslim ban, but not Donald Trump https://t.co/2XMlfdmjHi"
597,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/NT8cf243ko
598,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/s3dOVVR9F6
599,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/WAKDZeuNPR
600,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
601,0,"What if Jon Snow lives, but just to try out Donald Trump's policies on the Night's Watch as a kind of focus group"
602,0,Trump’s poll dominance nearly matched Hillary’s https://t.co/zh2TFfTKXP @Carold501 @RoyalTXGirl @Scarlett2112 @ChristiChat @TexasHotMomma
603,-1,"RT @ILYAAS_XVII: Who's more presidential? 
RT - DJ Khalid 
Fav - Donald Trump https://t.co/T9VIYcOZIq"
604,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
605,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
606,1,"RT @DJKhaledKnows: Who do you want as your president?
RT - DJ Khaled
FAV - Donald Trump https://t.co/Qi7Wqrh6Jw"
607,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/RlmAP8yRu3
608,0,"When Donald #Trump gets flustered, his facial expression is similar to that of a man getting a rectal exam."
609,0,RT @GiZPress: Donald Trump Dominates Twitter on Debate Nights https://t.co/5rOXXQupcA https://t.co/k1yYAya15r
610,-2,@c2c_Rail @c2c_customers is c2c run by Donald Trump? #c2cfail
611,0,@cnn  His name is Donald J.(dot) Trump
612,0,"RT @lizbissonette: Adele: hello it's me
Donald trump: *speaks*
Adele: nvm gtg"
613,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
614,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and g... https://t.co/5wFVZLU5Ao (GUA)"
615,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
616,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
617,0,Is the popularity of Donald Trump the suicide note of the Republican Party as we know it?
618,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XDgEJkMeJz
619,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XpCfcyDk2A
620,1,"RT @DJKhaledKnows: Who do you want as your president?
RT - DJ Khaled
FAV - Donald Trump https://t.co/Qi7Wqrh6Jw"
621,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
622,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
623,1,Ragging on the prequels is like ragging on Donald Trump. Everyone already knows they suck.
624,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump - https://t.co/zHm2OYmRn9
625,-1,Muhammad Alí se le plantó a #DonaldTrump https://t.co/JfYbgmAdQA https://t.co/cbd0zq6faU (vía @OvacionVE)
626,-1,"RT @KazmierskiR: Donald J. Trump, will be the United States 45'th President!!!  Write it down..:D https://t.co/SekWfdNsqU"
627,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PWI1tZjwAG
628,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
629,0,RT @ajplus: Hmmm...do we think Donald Trump understands what the internet is? #GOPDebate https://t.co/p9ErogZfsr
630,2,Of course it's up to U Donald but it could very well be best4 America if it were a Donald Trump Mike Huckabee Ticket. #Trump2016 you decide.
631,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
632,1,"RT @JoeyTufts10: Breaking news was ""Donald Trump: I had a good time at the debate tonight."" Trump is the Lebron James of politics."
633,-2,VIDEO: Sparks fly in US Republican debate: Donald Trump and his Republican presidential candidacy rivals spar ... https://t.co/H6KLnd5rTI
634,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
635,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
636,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/L7ho3WxPLR"
637,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/86LoDZokOt
638,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6SpzuX8iAK
639,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/H2LTRZm1KZ
640,0,RT @TomOrr777: Donald Trump is the only one who understands that Saudi owns the Democrat party and half the Republican party too.
641,-3,"RT @HuffingtonPost: Malala warns that politicians like Donald Trump will ""radicalize more terrorists"" https://t.co/pUrLijf6JY https://t.co/…"
642,1,"""Donald Trump gets schooled on foreign policy in debate https://t.co/dlXKhyeFCj https://t.co/p5dJNhGCv6"""
643,0,"""Donald Trump gets schooled on foreign policy in debate https://t.co/wQbsrSmg4i https://t.co/am3PtSsIgJ https://t.co/lteSu4WMkb"""
644,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on ... https://t.co/xugS62jX8I (GUA)
645,-1,Joven inmigrante 'abofeteó' sutilmente al multimillonario Donald Trump https://t.co/w7nINzcsAj via @ActualidadRT
646,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
647,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
648,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eHsy8GP3lg
649,-4,"RT @rubin: Hier soir Donald Trump a proposé de ""fermer"" Internet pour lutter contre le terrorisme.

Il ferait décidément un carton en Franc…"
650,-3,"RT @HuffingtonPost: Malala warns that politicians like Donald Trump will ""radicalize more terrorists"" https://t.co/pUrLijf6JY https://t.co/…"
651,-1,"RT @ILYAAS_XVII: Who's more presidential? 
RT - DJ Khalid 
Fav - Donald Trump https://t.co/T9VIYcOZIq"
652,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
653,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
654,1,"""JUST WONT!"" - donald trump"
655,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/DkbweWglcm"
656,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
657,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/q5Rp1NneIF
658,1,When you're trying to grow your hair out and realize you look like Donald Trump in a wind storm. #longhairedhippie https://t.co/36ox6DNEcn
659,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/e2teu4p4wf
660,0,Yeni Yüzy?l Gazetesi https://t.co/KeC37f6lpH @YeniYuzyilGzt arac?l???yla
661,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
662,0,"RT @TimDonnellyShow: Exclusive: A Kinder, Gentler Donald Trump Strikes a Humble Tone Toward GOP https://t.co/rvZOI5fbV9 #GOPDebate #DonaldT…"
663,0,"RT @muuugn: Donald Trump Says ""China"" https://t.co/yfhP7UJSd8"
664,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai - https://t.co/Q8Yg7OdDhr"
665,1,"So Donald Trump is right in his demand?? NO WAYYYYY, he is not nor these people are  https://t.co/1rjVbx2nfn"
666,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
667,0,"Donald Trump, CIA https://t.co/6oW8D4YSsV via @imgur"
668,0,Franck Underwood ferai un bien meilleur président que Donald Trump #HouseofCards
669,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/TDJEaUyhQz
670,2,"RT @sageboggs: jeb bush: we must defeat radical islam
donald trump: we should ban all muslims 
ben carson: one time i wore a jellyfish like…"
671,0,"RT @lordxmen2k: The 10 Greatest Moments From the Fifth GOP Debate: 1. Jeb Bush and Donald Trump Fight to the Death
Bush:... https://t.co/LL…"
672,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
673,1,"RT @FrankLuntz: “If Donald Trump is the nominee, Hillary will win 49 states. Maybe 50.”

– Former Obama deputy press secretary @BillBurton …"
674,1,"RT @thehill: Tom Brady: I support ""my friend"" Donald Trump https://t.co/1QQQV0UGvC #GOPdebate https://t.co/UesQzpdQgd"
675,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/pm0pEWkRBR"
676,-2,"RT @lesoir: Donald #Trump réitère sa volonté d’interdire l’entrée des musulmans aux États-Unis
https://t.co/Nwlu5paBQw https://t.co/AD8qv8H…"
677,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/nXwrLQ6KSJ
678,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/dQcsPwjw45
679,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/mtRiZeJ3H9
680,0,[VIDEO] #MikeTyson On Why He Supports #DonaldTrump @TheYoungTurks @Reach1SocMedia https://t.co/KrOoCctJbD https://t.co/X7UUab8hiJ
681,-1,"RT @OvaisBowss: Juan: I hate rap

Donald Trump: I hate rap

Juan: 
https://t.co/3jOg2DmOjF"
682,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
683,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
684,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on immigr... https://t.co/WzUqVHeCNY
685,-2,RT @YourBoyAustin_: The worst thing about Donald Trump running for president is people are actually going to vote for him...
686,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
687,0,Tom Brady -- I Still Support Donald Trump ... 'He's a Good Friend' https://t.co/rQ1yWN59Pl
688,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/CLZAW02DE1
689,-2,"RT @johnnyreb1864: Newsmax Prime | Bradley Blakeman and Scottie Nell Hughes - Has Donald Trump has gone too far?
@DanScavino  https://t.co/…"
690,0,RT @Latinos4TrumpUS: https://t.co/zH32bzh9ni https://t.co/1TSCUB9LXu
691,1,RT @TheFakeCNN: Donald Trump's doctor less credible than Ben Carson.
692,0,".@DiamondandSilk @realDonaldTrump 
""Donald Trump Shuts Down Jeb Bush At GOP Debate On CNN #GOPDebate"" 
https://t.co/6cnckrNqYO"
693,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
694,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
695,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
696,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
697,0,What if Donald Trump is just a particularly dank meme?
698,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/fcWihcIcxw
699,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/QxDAxEAtXM
700,0,RT @koconews: Trump: We must 'penetrate the Internet' https://t.co/mGjkmZbkLq
701,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
702,1,"""Donald Trump gets schooled on foreign policy in debate https://t.co/dlXKhyeFCj https://t.co/p5dJNhGCv6 https://t.co/x7pqXFRga4"""
703,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
704,0,Expected Trump-Cruz fireworks fizzle during GOP debate: WASHINGTON — Republicans expected a showdown between b... https://t.co/TEKcAhCh1N
705,2,"RT @ConceptGrp: Donald Trump: ""I was blessed with a very good brain"" https://t.co/1WWpzjj2Nn https://t.co/UY6kiwUqGW"
706,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
