,Sentiment_Score,Tweet
427,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
428,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
429,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
430,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
431,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
432,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
433,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
434,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
435,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
436,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
437,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
438,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
439,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
440,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
441,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
442,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
443,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
444,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
445,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
446,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
447,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
448,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
449,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
450,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
451,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
452,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
453,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
454,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
455,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
456,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
457,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
458,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
459,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
460,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
461,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
462,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
463,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
464,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
465,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
466,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
467,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
468,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
469,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
470,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
471,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
472,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
473,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
474,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
475,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
476,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
477,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
478,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
479,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
480,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
481,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
482,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
483,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
484,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
485,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
486,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
487,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
488,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
489,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
490,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
491,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
492,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
493,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
494,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
495,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
496,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
497,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
498,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
499,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
500,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
501,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
502,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
503,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
504,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
505,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
506,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
507,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
508,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
509,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
510,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
511,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
512,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
513,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
514,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
515,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
516,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
517,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
518,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
519,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
520,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
521,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
522,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
523,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
524,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
525,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
526,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
527,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
528,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
529,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
530,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
531,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
532,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
533,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
534,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
535,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
536,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
537,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
538,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
539,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
540,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
541,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
542,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
543,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
544,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
545,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
546,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
547,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
548,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
549,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
550,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
551,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
552,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
553,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
554,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
555,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
556,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
557,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
558,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
559,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
560,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
561,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
562,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
563,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
564,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
565,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
566,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
567,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
568,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
569,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
570,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
571,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
572,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
573,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
574,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
575,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
576,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
577,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
578,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
579,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
580,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
581,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
582,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
583,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
584,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
585,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
586,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
587,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
588,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
589,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
590,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
591,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
592,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
593,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
594,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
595,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
596,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
597,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
598,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
599,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
600,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
601,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
602,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
603,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
604,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
605,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
606,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
607,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
608,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
609,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
610,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
611,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
612,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
613,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
614,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
615,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
616,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
617,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
618,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
619,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
620,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
621,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
622,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
623,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
624,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
625,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
626,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
627,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
628,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
629,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
630,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
631,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
632,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
633,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
634,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
635,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
636,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
637,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
638,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
639,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
640,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
641,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
642,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
643,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
644,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
645,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
646,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
647,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
648,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
649,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP  -- ALL READ !!!
